,online_order,book_table,rate,votes,location,rest_type,cuisines,cost,menu_item
7524,1,0,0.0,0,56,27,1818,700.0,8207
7525,1,0,3.4,4,89,27,1243,1500.0,9062
7526,1,0,0.0,0,56,78,951,350.0,2391
7527,1,0,0.0,0,56,78,94,250.0,4771
7528,1,0,3.5,16,56,78,1818,300.0,109
7529,1,0,3.5,11,56,27,487,600.0,9062
7530,1,0,3.6,30,89,27,1892,400.0,9062
7531,1,0,0.0,0,89,27,2455,400.0,9062
7532,1,0,3.5,10,89,34,2113,300.0,9062
7533,1,0,3.6,11,56,27,2546,500.0,4602
7534,1,0,3.2,7,56,78,1912,400.0,5945
7535,1,0,3.8,15,85,92,2568,300.0,6877
7536,1,0,0.0,0,56,27,979,500.0,8767
7537,1,0,3.1,11,9,27,1851,400.0,386
7538,1,0,3.2,4,89,78,1818,300.0,4409
7539,1,0,0.0,0,56,78,2455,350.0,9062
7540,1,0,0.0,0,89,27,1892,550.0,6616
7541,1,0,0.0,0,9,78,1387,200.0,8757
7542,1,0,0.0,0,62,78,1254,300.0,3690
7543,1,0,0.0,0,89,40,1492,300.0,9062
7544,1,0,0.0,0,89,78,2553,400.0,3284
7545,1,0,0.0,0,56,27,2192,800.0,8817
7546,1,0,0.0,0,89,78,1513,300.0,9062
7547,1,0,3.4,6,89,78,1616,300.0,4205
7548,1,0,0.0,0,56,0,271,500.0,2839
7549,1,0,0.0,0,26,78,1325,200.0,8348
7550,1,0,0.0,0,89,78,2455,250.0,6638
7551,1,0,0.0,0,56,78,2553,300.0,6534
7552,1,0,0.0,0,89,78,1818,200.0,7267
7553,1,0,0.0,0,89,78,1468,600.0,8107
7554,1,0,0.0,0,56,88,1756,200.0,6172
7555,1,0,3.6,17,56,78,2009,300.0,1932
7556,1,1,4.2,560,89,27,2131,1000.0,5080
7557,1,0,3.7,125,56,27,1818,600.0,9062
7558,1,0,0.0,0,9,92,1675,150.0,654
7559,1,0,0.0,0,9,78,1892,400.0,3191
7560,1,0,0.0,0,85,92,554,500.0,6945
7561,1,0,0.0,0,89,39,2034,300.0,9062
7562,1,0,0.0,0,85,92,1892,500.0,3164
7563,1,0,0.0,0,9,78,1892,700.0,5733
7564,1,1,4.2,2173,56,27,2141,1500.0,9062
7565,1,0,3.7,82,9,78,1374,150.0,7343
7566,1,0,3.9,236,9,27,2219,750.0,2343
7567,1,0,4.1,515,56,78,2280,150.0,6267
7568,1,0,3.8,31,56,39,2090,250.0,4651
7569,1,0,3.7,95,56,78,2004,500.0,6098
7570,1,0,4.0,44,9,78,1311,450.0,2844
7571,1,0,3.8,155,56,78,1924,400.0,9062
7572,1,0,2.6,22,85,92,416,600.0,7466
7573,1,0,3.7,24,9,78,2455,400.0,7391
7574,1,0,3.6,27,9,27,1722,500.0,4744
7575,1,0,4.1,31,56,78,1264,300.0,7922
7576,1,0,3.6,16,56,78,1295,200.0,6432
7577,1,0,3.1,249,56,78,2175,300.0,8836
7578,1,1,4.1,859,89,29,757,900.0,3386
7579,1,0,4.3,517,89,27,1616,1000.0,646
7580,1,0,3.6,198,56,53,893,500.0,9062
7581,1,0,3.5,16,56,78,1674,900.0,3631
7582,1,1,3.7,1813,56,27,503,850.0,8554
7583,1,0,2.9,667,56,27,182,800.0,1305
7584,1,0,0.0,0,9,78,2561,300.0,8360
7585,1,0,3.3,18,89,39,2551,500.0,7412
7586,1,0,3.4,9,89,14,369,300.0,9062
7587,1,0,3.1,95,56,78,2303,500.0,9062
7588,1,0,4.4,143,9,78,2355,250.0,6961
7589,1,0,4.1,120,9,40,1217,400.0,5913
7590,1,0,3.6,53,56,78,2299,300.0,8851
7591,1,0,4.0,156,89,27,2553,500.0,8072
7592,1,0,0.0,0,89,53,1001,700.0,2637
7593,1,0,3.7,25,89,27,2557,500.0,617
7594,1,0,0.0,0,9,78,1818,200.0,5750
7595,1,0,0.0,0,85,92,2466,350.0,6876
7596,1,0,3.0,382,56,27,814,1000.0,8977
7597,1,0,3.7,38,56,92,403,300.0,7121
7598,1,1,4.1,237,9,28,2037,1000.0,4478
7599,1,1,4.0,2807,89,28,1802,1100.0,3409
7600,1,0,3.5,10,56,39,1155,400.0,2764
7601,1,0,3.7,23,26,0,271,600.0,5620
7602,1,0,4.1,142,89,19,577,700.0,1867
7603,1,1,4.7,1512,89,27,893,1700.0,7978
7604,1,0,3.2,15,89,92,2009,400.0,6100
7605,0,0,2.9,86,56,92,443,300.0,9062
7606,0,0,0.0,0,89,27,1930,800.0,9062
7607,1,0,0.0,0,89,92,1081,200.0,9062
7608,0,0,3.2,10,56,92,403,500.0,9062
7609,0,0,2.8,59,56,27,1892,550.0,9062
7610,0,0,0.0,0,89,78,1892,350.0,9062
7611,0,0,0.0,0,89,39,2218,200.0,9062
7612,1,0,0.0,0,26,92,1955,350.0,9062
7613,0,0,0.0,0,89,0,271,500.0,9062
7614,1,0,0.0,0,26,92,1892,200.0,9062
7615,1,0,0.0,0,56,92,1818,500.0,6593
7616,1,0,0.0,0,56,39,2078,600.0,6846
7617,0,0,0.0,0,89,39,57,200.0,9062
7618,1,0,3.7,41,56,92,190,400.0,9062
7619,1,0,2.6,119,56,92,1892,500.0,9062
7620,1,0,0.0,0,89,0,271,400.0,9062
7621,1,0,4.1,180,26,3,271,300.0,3100
7622,1,0,0.0,0,89,78,972,600.0,8587
7623,1,0,0.0,0,34,92,942,250.0,9062
7624,1,0,0.0,0,89,78,65,300.0,1012
7625,1,1,4.3,840,9,29,2316,600.0,9062
7626,0,0,4.1,1123,9,78,2248,500.0,9062
7627,0,1,4.2,65,9,20,604,400.0,9062
7628,1,0,4.0,63,9,88,1756,300.0,9062
7629,1,0,3.6,23,9,14,352,150.0,9062
7630,1,0,4.2,218,9,88,1756,400.0,7561
7631,1,0,4.0,544,9,0,260,450.0,3783
7632,1,0,3.6,67,9,0,260,400.0,3766
7633,1,0,4.1,120,9,40,1217,400.0,5913
7634,1,0,3.9,48,9,40,1192,250.0,879
7635,1,0,3.4,5,9,40,1490,200.0,7218
7636,1,0,4.0,180,9,82,552,550.0,56
7637,1,0,3.9,51,9,40,1496,250.0,759
7638,1,0,3.3,7,9,0,260,250.0,8145
7639,0,0,0.0,0,9,0,271,300.0,9062
7640,0,0,3.2,19,9,0,286,300.0,9062
7641,1,0,3.8,58,9,14,352,400.0,9062
7642,0,0,3.3,21,9,40,1496,400.0,9062
7643,1,0,3.7,81,9,0,271,400.0,9062
7644,0,0,3.2,4,9,40,1508,100.0,9062
7645,1,0,3.1,9,9,40,1496,250.0,9062
7646,1,0,3.3,4,9,40,1217,350.0,9062
7647,1,0,0.0,0,9,40,1217,350.0,9062
7648,0,0,0.0,0,9,88,1743,400.0,9062
7649,0,0,0.0,0,9,6,290,250.0,9062
7650,1,0,3.4,12,9,0,271,500.0,9062
7651,1,1,4.5,733,89,23,12,900.0,9062
7652,1,0,4.5,949,56,40,1496,400.0,1037
7653,1,0,4.4,1034,89,39,1459,500.0,571
7654,1,0,3.9,24,56,42,1203,300.0,9062
7655,1,0,4.1,284,56,40,1217,300.0,4203
7656,1,0,4.5,41,85,92,1217,300.0,9062
7657,0,0,4.1,395,89,27,1425,1000.0,9062
7658,0,0,3.7,28,89,88,1743,250.0,9062
7659,0,0,4.0,90,89,40,1496,200.0,9062
7660,0,0,0.0,0,89,19,662,800.0,9062
7661,1,0,3.1,175,89,46,1204,600.0,9062
7662,1,0,4.3,501,89,40,1496,400.0,9062
7663,1,0,4.0,167,56,40,1232,350.0,5698
7664,0,0,4.0,35,89,0,260,250.0,9062
7665,0,0,3.9,34,89,19,696,700.0,9062
7666,1,0,3.5,25,56,0,260,400.0,1020
7667,1,0,0.0,0,56,0,271,500.0,2839
7668,0,0,3.9,23,89,78,1254,250.0,9062
7669,0,0,4.0,50,56,40,1194,300.0,9062
7670,1,0,3.6,28,56,40,1192,300.0,2823
7671,0,0,3.5,22,56,87,1756,150.0,9062
7672,0,0,3.9,57,89,2,265,400.0,9062
7673,0,0,0.0,0,89,40,1489,200.0,9062
7674,0,0,3.2,5,89,40,1496,200.0,9062
7675,1,0,3.6,42,56,82,1103,400.0,9062
7676,0,0,2.8,34,56,3,281,500.0,9062
7677,0,0,3.4,7,26,14,391,200.0,9062
7678,0,0,2.9,31,89,90,1756,200.0,9062
7679,1,0,3.6,16,89,40,1192,300.0,4189
7680,1,0,3.9,124,89,40,272,450.0,8139
7681,0,0,0.0,0,89,90,1756,300.0,9062
7682,0,0,3.6,18,56,6,289,600.0,9062
7683,0,0,3.4,5,89,56,1217,400.0,9062
7684,0,0,0.0,0,56,0,271,500.0,9062
7685,0,0,0.0,0,85,0,271,400.0,9062
7686,0,0,0.0,0,56,0,260,400.0,9062
7687,0,0,0.0,0,56,0,271,300.0,9062
7688,0,0,0.0,0,89,0,260,400.0,9062
7689,0,0,3.2,40,56,26,733,400.0,9062
7690,1,0,3.3,6,89,88,1756,500.0,4591
7691,1,0,3.2,11,89,40,260,150.0,1178
7692,1,0,3.6,13,56,40,1192,300.0,873
7693,0,0,0.0,0,56,0,271,300.0,9062
7694,0,0,3.4,6,56,92,1192,400.0,9062
7695,0,0,3.4,7,89,91,1192,400.0,9062
7696,0,0,0.0,0,89,88,1756,200.0,9062
7697,0,0,0.0,0,56,0,281,600.0,9062
7698,0,0,3.2,4,89,40,1496,200.0,9062
7699,0,0,0.0,0,56,39,260,400.0,9062
7700,0,0,0.0,0,89,0,271,500.0,9062
7701,0,0,0.0,0,89,40,1496,300.0,9062
7702,0,0,0.0,0,89,0,260,700.0,9062
7703,0,0,0.0,0,56,40,1509,100.0,9062
7704,1,0,3.9,12,26,39,271,500.0,9062
7705,0,0,0.0,0,89,72,1192,500.0,9062
7706,1,0,0.0,0,89,40,1492,300.0,9062
7707,1,0,0.0,0,89,0,271,600.0,8141
7708,1,0,3.7,21,89,88,1749,200.0,6873
7709,0,0,0.0,0,89,40,1192,500.0,9062
7710,0,0,0.0,0,89,40,1192,200.0,9062
7711,0,1,4.4,1700,9,76,1087,1200.0,9062
7712,1,0,4.1,2143,9,27,1818,800.0,9062
7713,1,1,4.1,237,9,28,2037,1000.0,9062
7714,1,1,4.3,840,9,29,2316,600.0,9062
7715,1,1,4.2,767,9,27,1834,700.0,4536
7716,1,0,4.2,351,9,27,979,600.0,9062
7717,1,0,4.2,819,9,19,795,300.0,491
7718,1,0,2.8,1870,9,27,170,750.0,9062
7719,1,1,3.5,261,9,76,1132,1500.0,8373
7720,1,1,4.0,130,9,19,619,600.0,9062
7721,1,1,3.9,328,9,27,154,600.0,9062
7722,1,0,3.8,97,9,27,2466,800.0,7127
7723,1,0,3.8,107,9,27,1824,800.0,9062
7724,1,1,4.0,510,9,27,63,800.0,9062
7725,1,0,4.0,463,9,27,1818,700.0,9062
7726,1,0,3.9,236,9,27,2219,750.0,2343
7727,1,1,3.8,818,9,28,1818,750.0,5370
7728,1,0,3.6,27,9,27,1722,500.0,9062
7729,0,0,3.4,230,9,27,808,550.0,9062
7730,1,0,3.3,244,9,78,331,400.0,8863
7731,1,0,3.5,18,9,78,2224,400.0,4124
7732,1,0,3.9,130,9,17,2673,250.0,7351
7733,1,0,3.2,267,9,27,1627,500.0,5217
7734,1,1,3.2,501,9,19,608,500.0,9001
7735,1,0,3.5,69,9,27,1801,850.0,2317
7736,0,0,4.0,72,9,19,577,500.0,9062
7737,1,0,3.0,148,9,27,78,600.0,6994
7738,1,0,3.7,45,9,17,356,300.0,9062
7739,0,0,2.6,140,9,27,2553,400.0,9062
7740,0,0,2.9,595,9,27,67,650.0,9062
7741,0,0,3.7,28,9,27,1892,600.0,9062
7742,0,0,0.0,0,9,65,105,300.0,9062
7743,1,1,3.7,690,9,27,964,750.0,8919
7744,1,0,3.3,218,9,27,2152,550.0,1149
7745,1,0,3.7,205,56,78,1818,350.0,9062
7746,1,0,3.5,86,9,27,1870,500.0,9062
7747,0,0,3.2,22,9,27,2547,400.0,9062
7748,1,0,4.0,546,9,27,410,800.0,5089
7749,0,0,3.0,18,9,49,979,600.0,9062
7750,0,0,2.4,229,9,27,1818,450.0,9062
7751,1,0,3.5,35,9,27,109,550.0,9062
7752,0,0,3.0,8,9,78,403,300.0,9062
7753,0,0,3.6,199,9,27,487,500.0,9062
7754,0,0,3.3,6,9,14,343,300.0,9062
7755,0,0,0.0,0,9,27,1892,600.0,9062
7756,0,0,2.3,30,9,19,706,900.0,9062
7757,1,0,3.4,372,9,27,914,750.0,3424
7758,0,0,2.9,115,9,27,1892,800.0,9062
7759,0,0,4.1,701,9,19,648,600.0,9062
7760,0,0,2.8,55,9,27,1892,600.0,9062
7761,1,0,3.1,11,9,27,1851,400.0,1612
7762,0,0,0.0,0,9,27,1892,500.0,9062
7763,0,0,4.1,1123,9,78,2248,500.0,9062
7764,1,0,3.2,789,9,78,165,400.0,2474
7765,1,0,3.9,195,9,78,1858,300.0,9062
7766,1,0,4.0,544,9,0,260,450.0,9062
7767,1,0,4.0,777,9,78,1735,600.0,9062
7768,1,0,3.7,106,9,53,98,500.0,9062
7769,1,0,3.8,33,9,78,1818,300.0,7934
7770,1,0,4.1,143,9,78,1818,200.0,9062
7771,1,0,3.9,51,9,78,1666,500.0,9062
7772,1,0,4.0,121,9,78,2333,900.0,9062
7773,1,0,3.6,42,9,78,1915,300.0,5070
7774,1,0,3.7,193,9,78,1277,200.0,5689
7775,1,0,0.0,0,9,78,2561,300.0,8360
7776,0,0,3.5,13,9,78,403,250.0,9062
7777,1,0,3.1,158,9,78,1915,450.0,9062
7778,0,1,3.1,19,9,78,415,400.0,9062
7779,0,0,3.7,29,9,78,2455,200.0,9062
7780,1,0,3.4,8,9,78,2034,400.0,9062
7781,1,0,3.1,420,9,78,554,450.0,9062
7782,1,0,3.7,188,9,78,2620,200.0,9062
7783,1,0,4.0,44,9,78,1311,450.0,2844
7784,0,0,3.6,194,9,78,942,250.0,9062
7785,1,0,3.7,24,9,78,2455,400.0,9062
7786,1,0,3.8,42,9,78,356,150.0,9062
7787,0,0,3.4,5,9,78,1818,250.0,9062
7788,0,0,3.7,27,9,78,336,150.0,9062
7789,1,0,4.0,69,9,78,2455,200.0,9062
7790,1,0,3.0,394,9,78,554,500.0,2846
7791,1,0,3.9,265,9,78,2553,400.0,9062
7792,0,0,3.2,8,9,78,1892,250.0,9062
7793,1,0,3.6,92,9,78,2553,350.0,9062
7794,0,0,3.6,97,9,78,1892,450.0,9062
7795,1,0,3.3,229,9,78,1997,300.0,476
7796,1,0,4.0,180,9,82,552,550.0,56
7797,0,0,3.9,91,9,78,2218,350.0,9062
7798,0,0,3.4,13,9,78,2553,300.0,9062
7799,0,0,3.2,19,9,0,286,300.0,9062
7800,0,0,3.3,5,9,78,2455,200.0,9062
7801,0,0,3.7,32,9,78,1616,200.0,9062
7802,0,0,3.7,69,9,78,2322,800.0,9062
7803,1,0,4.0,293,9,78,618,650.0,564
7804,0,0,3.4,19,9,78,1979,200.0,9062
7805,0,0,3.3,6,9,78,330,350.0,9062
7806,0,0,3.2,4,9,53,2620,500.0,9062
7807,0,0,3.2,4,9,78,83,400.0,9062
7808,0,0,0.0,0,9,78,2455,200.0,9062
7809,0,0,0.0,0,9,78,1441,500.0,9062
7810,0,0,0.0,0,9,78,2455,250.0,9062
7811,0,0,0.0,0,9,78,2645,200.0,9062
7812,0,0,0.0,0,9,78,1337,100.0,9062
7813,1,0,3.9,26,9,78,1774,300.0,3084
7814,1,0,2.7,35,9,78,1818,150.0,9062
7815,1,0,3.6,37,9,78,954,150.0,9062
7816,1,0,3.2,6,9,78,403,200.0,9062
7817,1,0,3.7,82,9,78,1374,150.0,9062
7818,0,0,3.8,54,9,53,1818,500.0,9062
7819,0,0,3.1,5,9,78,834,200.0,9062
7820,0,0,0.0,0,9,78,461,300.0,9062
7821,0,0,0.0,0,9,78,1818,400.0,9062
7822,0,0,0.0,0,9,78,59,400.0,9062
7823,0,0,0.0,0,9,78,1892,400.0,9062
7824,0,0,0.0,0,9,78,1915,400.0,9062
7825,0,0,0.0,0,9,78,1254,200.0,9062
7826,0,0,0.0,0,9,78,2233,300.0,9062
7827,1,0,3.6,106,9,78,2553,250.0,9062
7828,1,0,0.0,0,9,78,1818,250.0,6364
7829,1,0,3.6,94,9,78,1892,300.0,8369
7830,1,0,0.0,0,9,78,2455,120.0,4783
7831,1,0,0.0,0,9,78,1892,300.0,5915
7832,1,0,0.0,0,9,78,1892,400.0,3191
7833,1,0,0.0,0,9,78,1892,700.0,9062
7834,0,0,3.8,22,9,53,893,400.0,9062
7835,1,0,3.6,37,9,78,2455,300.0,9062
7836,1,0,3.6,49,9,78,1277,300.0,9062
7837,1,0,3.8,159,9,78,2380,600.0,1494
7838,1,0,3.3,90,9,78,1818,300.0,7585
7839,1,0,3.0,9,9,78,1610,400.0,4556
7840,0,1,4.7,6865,89,71,1074,2400.0,9062
7841,0,0,4.6,5890,89,71,47,2500.0,9062
7842,0,1,4.8,2882,89,27,1249,1600.0,9062
7843,0,1,4.9,2745,89,27,225,1400.0,9062
7844,0,0,4.6,463,89,27,2455,1700.0,9062
7845,1,1,4.0,2807,89,28,1802,1100.0,3410
7846,0,1,4.1,460,89,28,2106,1000.0,9062
7847,0,0,4.1,450,89,27,1818,1800.0,9062
7848,0,1,4.2,103,89,28,2,1300.0,9062
7849,1,1,4.7,1512,89,27,893,1700.0,7978
7850,0,0,4.2,2992,89,27,1818,800.0,9062
7851,1,0,4.0,268,89,27,1476,800.0,9062
7852,1,0,3.9,1618,89,27,496,800.0,2301
7853,0,1,4.0,345,56,28,209,1500.0,9062
7854,1,1,4.1,471,89,27,2343,800.0,9062
7855,1,1,4.5,733,89,23,12,900.0,9062
7856,1,1,4.0,364,89,27,1653,700.0,3865
7857,0,0,3.9,69,89,28,2250,1200.0,9062
7858,0,1,4.1,821,89,49,1822,2500.0,9062
7859,1,0,4.0,388,56,27,65,500.0,9062
7860,1,0,4.0,499,89,27,979,850.0,8490
7861,1,0,3.8,56,89,27,1674,900.0,3630
7862,1,0,3.7,487,56,27,478,700.0,4913
7863,0,0,0.0,0,85,28,1727,1200.0,9062
7864,1,1,4.6,586,89,27,0,1000.0,9062
7865,1,1,3.7,1813,56,27,503,850.0,8555
7866,1,0,4.1,926,89,27,1694,700.0,9062
7867,0,0,3.9,140,56,10,1930,1500.0,9062
7868,1,0,4.3,517,89,27,1616,1000.0,9062
7869,1,1,4.3,330,89,29,2055,1400.0,3021
7870,0,0,4.1,1073,89,8,1390,1450.0,9062
7871,1,1,4.1,1739,89,27,1575,1400.0,4503
7872,1,1,4.0,152,56,27,2180,800.0,7908
7873,0,0,3.8,32,89,27,2068,1600.0,9062
7874,0,1,4.3,263,89,49,1567,3000.0,9062
7875,1,0,4.0,108,89,27,65,700.0,9062
7876,0,1,4.2,500,89,29,919,2000.0,9062
7877,1,0,3.6,11,56,27,2546,500.0,9062
7878,1,1,4.2,560,89,27,2131,1000.0,9062
7879,1,0,3.5,338,56,27,140,1000.0,693
7880,1,0,4.3,627,89,53,403,450.0,9062
7881,1,0,3.9,756,56,27,1859,1000.0,1306
7882,1,0,3.8,507,89,27,905,900.0,9062
7883,0,1,2.7,442,56,27,1818,900.0,9062
7884,0,1,4.0,288,89,27,1020,1500.0,9062
7885,1,0,4.0,121,85,27,1916,800.0,9062
7886,0,1,3.8,137,89,49,2208,2000.0,9062
7887,1,0,3.9,279,56,27,461,750.0,9062
7888,1,0,2.7,596,56,27,2521,400.0,9062
7889,0,1,3.5,185,89,27,2048,800.0,9062
7890,1,0,4.1,219,85,59,2652,250.0,9062
7891,1,0,3.6,30,89,27,1892,400.0,9062
7892,1,0,4.1,673,56,78,2652,200.0,9062
7893,1,1,3.5,151,56,27,1892,800.0,7910
7894,1,0,4.0,497,56,27,979,600.0,9062
7895,0,0,4.1,395,89,27,1425,1000.0,9062
7896,0,0,3.7,46,56,19,577,600.0,9062
7897,1,0,3.4,54,26,19,627,1000.0,9062
7898,0,0,3.6,115,89,27,1892,600.0,9062
7899,1,0,4.1,142,89,19,577,700.0,9062
7900,0,0,0.0,0,56,78,2218,350.0,9062
7901,0,0,3.8,35,56,28,115,1100.0,9062
7902,0,0,3.3,6,89,27,55,800.0,9062
7903,1,0,3.3,387,89,27,487,800.0,7479
7904,0,0,0.0,0,89,19,662,800.0,9062
7905,1,0,4.1,515,56,78,2280,150.0,9062
7906,1,0,3.6,197,89,27,1895,700.0,9062
7907,1,0,3.3,11,56,27,116,600.0,9062
7908,1,0,2.8,67,56,19,797,300.0,9062
7909,1,0,4.2,334,56,87,2650,200.0,9062
7910,0,0,3.8,24,56,8,1389,1200.0,9062
7911,1,0,4.2,175,56,27,2172,1000.0,9062
7912,1,0,3.5,131,89,27,404,800.0,9062
7913,1,0,3.8,207,89,78,1630,350.0,9062
7914,1,0,0.0,0,89,53,1001,700.0,9062
7915,1,0,3.6,23,89,78,1818,450.0,9062
7916,1,0,0.0,0,89,27,1892,550.0,9062
7917,1,0,4.0,68,56,78,1818,250.0,9062
7918,0,0,3.9,34,89,19,696,700.0,9062
7919,1,0,3.5,180,89,27,1915,500.0,7013
7920,1,0,3.0,177,89,78,1866,400.0,5138
7921,1,0,3.5,108,56,78,2086,300.0,6926
7922,0,0,3.9,50,89,27,313,500.0,9062
7923,1,0,3.8,45,89,27,2141,750.0,9062
7924,1,0,0.0,0,56,88,1756,200.0,9062
7925,0,0,3.6,12,89,78,2656,200.0,9062
7926,1,0,3.5,15,56,78,2466,450.0,9062
7927,0,0,3.6,62,89,27,1549,1500.0,9062
7928,1,0,3.5,11,56,17,1587,200.0,9062
7929,1,0,3.5,15,89,27,482,500.0,5998
7930,1,0,3.9,191,89,78,1892,300.0,9062
7931,0,0,3.8,26,89,60,2029,2000.0,9062
7932,0,0,0.0,0,89,27,1930,800.0,9062
7933,1,0,0.0,0,56,78,2200,250.0,6715
7934,0,0,3.9,75,89,50,1389,2000.0,9062
7935,1,0,4.0,136,56,27,2532,1000.0,9062
7936,1,0,3.1,105,56,78,2011,400.0,2380
7937,1,0,3.4,8,89,78,2268,300.0,9062
7938,1,0,4.0,738,89,27,1008,750.0,9062
7939,1,0,3.2,7,56,78,1912,400.0,9062
7940,1,0,0.0,0,89,27,2455,400.0,9062
7941,0,0,3.7,116,89,78,2280,300.0,9062
7942,1,0,3.8,294,56,78,2296,350.0,9062
7943,1,0,3.6,124,56,78,313,600.0,9062
7944,1,0,3.6,83,56,27,55,600.0,9062
7945,1,0,2.8,31,89,27,2553,400.0,9062
7946,1,0,3.1,175,89,46,1204,600.0,9062
7947,1,0,0.0,0,56,78,2553,300.0,9062
7948,1,0,3.1,111,89,78,1925,600.0,9062
7949,1,0,0.0,0,56,27,1818,700.0,9062
7950,1,0,3.8,373,56,78,2189,300.0,4243
7951,1,0,3.9,79,56,78,1818,250.0,9062
7952,0,0,3.4,9,56,78,2455,300.0,9062
7953,1,0,3.5,16,56,78,1818,300.0,9062
7954,0,0,3.8,118,89,27,2062,1900.0,9062
7955,0,0,3.9,21,89,60,1389,1500.0,9062
7956,1,0,3.4,51,56,27,1866,600.0,9062
7957,1,0,3.1,125,89,27,912,550.0,4694
7958,0,0,0.0,0,89,78,1818,200.0,9062
7959,0,0,3.6,19,89,60,2042,1300.0,9062
7960,0,1,4.2,74,89,49,1040,3000.0,9062
7961,0,0,3.5,40,89,27,1892,800.0,9062
7962,0,0,2.8,161,89,28,848,1200.0,9062
7963,1,0,3.6,34,56,27,1894,800.0,9062
7964,1,0,3.4,4,89,27,1243,1500.0,9062
7965,0,0,3.4,46,89,78,2152,350.0,9062
7966,0,0,3.2,167,89,27,1818,450.0,9062
7967,1,0,3.8,632,56,78,1875,500.0,1736
7968,1,0,3.3,184,56,78,1275,350.0,799
7969,0,0,3.0,5,89,78,1756,500.0,9062
7970,0,0,3.7,23,56,27,1062,1200.0,9062
7971,1,0,3.9,55,56,27,985,800.0,2349
7972,1,0,3.4,4,56,17,2673,250.0,9062
7973,0,0,3.9,123,89,57,1737,400.0,9062
7974,0,0,0.0,0,89,78,2200,300.0,9062
7975,1,0,2.2,310,56,78,2306,750.0,9062
7976,0,0,3.6,32,89,27,1135,1000.0,9062
7977,1,0,3.7,353,89,27,1859,700.0,9062
7978,0,0,0.0,0,89,78,1892,400.0,9062
7979,1,0,3.7,14,56,78,2553,500.0,9062
7980,0,0,3.6,255,56,78,1366,200.0,9062
7981,1,0,3.7,28,56,78,968,350.0,9062
7982,1,0,3.4,66,89,78,1619,450.0,9062
7983,1,0,3.6,16,56,78,1295,200.0,9062
7984,1,0,3.8,155,56,78,1924,400.0,9062
7985,0,0,3.2,11,89,78,2568,250.0,9062
7986,0,0,3.4,7,26,14,391,200.0,9062
7987,0,0,3.7,34,89,28,2034,800.0,9062
7988,0,0,3.1,14,56,19,733,500.0,9062
7989,1,0,3.4,8,89,53,121,500.0,9062
7990,1,0,3.6,20,85,78,2455,200.0,9062
7991,1,0,2.8,89,89,53,893,500.0,9062
7992,1,0,0.0,0,89,78,483,300.0,1679
7993,1,0,0.0,0,26,78,1892,250.0,9062
7994,1,0,4.1,31,56,78,1264,300.0,9062
7995,0,0,2.9,31,89,90,1756,200.0,9062
7996,0,0,3.6,19,56,27,93,700.0,9062
7997,0,0,3.5,16,89,65,2456,200.0,9062
7998,0,1,3.0,83,89,27,2455,1200.0,9062
7999,1,0,3.2,379,89,27,2143,1000.0,9062
8000,1,0,3.6,39,56,19,788,250.0,9062
8001,1,0,3.5,19,56,27,2152,600.0,9062
8002,1,0,3.8,35,89,27,2086,800.0,9062
8003,1,0,0.0,0,89,27,1915,500.0,9062
8004,0,0,3.8,688,56,27,979,1000.0,9062
8005,0,0,3.7,41,56,78,2296,500.0,9062
8006,1,0,3.7,70,89,78,2553,300.0,9062
8007,1,0,3.6,68,56,78,1892,350.0,9062
8008,0,0,3.7,198,89,27,1915,700.0,9062
8009,0,0,3.9,90,89,19,658,700.0,9062
8010,0,0,2.8,70,85,27,2413,650.0,9062
8011,1,0,3.0,17,89,27,814,800.0,9062
8012,1,0,2.6,118,56,28,1892,1200.0,9062
8013,0,0,3.9,57,89,2,265,400.0,9062
8014,1,0,3.4,86,89,78,1818,300.0,5081
8015,1,0,3.8,39,56,78,942,300.0,9062
8016,1,0,3.6,42,56,82,1103,400.0,9062
8017,1,0,2.1,242,56,78,313,400.0,9062
8018,1,0,3.1,509,56,78,1625,500.0,9062
8019,0,0,3.8,42,89,27,1930,800.0,9062
8020,0,0,3.7,32,89,60,1389,2000.0,9062
8021,0,0,3.5,9,89,27,1127,1000.0,9062
8022,0,0,3.0,5,89,27,1892,500.0,9062
8023,0,0,3.4,6,56,27,1846,400.0,9062
8024,0,0,0.0,0,89,27,2200,1200.0,9062
8025,0,0,3.7,18,89,19,630,250.0,9062
8026,1,0,3.6,39,89,78,2280,400.0,9062
8027,1,0,3.6,9,56,19,1515,1000.0,9062
8028,0,0,2.9,21,89,78,281,600.0,9062
8029,0,0,3.4,10,89,78,420,150.0,9062
8030,1,0,3.2,47,89,78,2455,200.0,9062
8031,0,0,3.3,13,56,78,1855,250.0,9062
8032,1,0,3.2,5,85,78,2137,250.0,9062
8033,1,0,3.4,242,85,78,1818,300.0,9062
8034,0,0,3.2,4,89,27,2455,400.0,9062
8035,0,0,3.7,51,89,27,1007,600.0,9062
8036,0,0,2.9,24,89,19,577,150.0,9062
8037,0,0,2.9,51,89,27,1946,600.0,9062
8038,0,0,0.0,0,89,27,479,600.0,9062
8039,0,0,3.2,4,89,92,500,600.0,9062
8040,0,0,3.2,8,56,65,1632,300.0,9062
8041,0,0,3.4,6,89,27,1818,600.0,9062
8042,0,0,3.4,9,89,78,814,400.0,9062
8043,0,0,3.4,6,89,27,2009,800.0,9062
