,online_order,book_table,rate,votes,location,rest_type,cuisines,cost,menu_item
19975,1,0,3.1,13,1,19,636,400.0,6567
19976,1,1,4.1,1244,45,27,1818,600.0,9062
19977,1,0,3.1,39,49,78,1818,300.0,9062
19978,1,0,3.7,29,0,19,707,400.0,4038
19979,1,0,0.0,0,1,78,1477,300.0,3663
19980,1,1,4.0,791,29,27,1096,1300.0,5575
19981,1,0,4.0,99,29,78,461,250.0,9062
19982,1,0,3.7,7,47,92,1345,400.0,9062
19983,1,0,4.1,205,32,40,1496,300.0,8171
19984,1,0,3.7,26,0,78,448,400.0,2995
19985,1,0,0.0,0,0,19,547,200.0,675
19986,1,0,2.9,95,0,39,2233,700.0,8090
19987,1,0,3.6,24,1,27,1892,600.0,8514
19988,1,0,4.4,7220,45,27,518,600.0,9062
19989,1,0,3.7,45,48,14,343,300.0,856
19990,1,0,0.0,0,29,78,2652,250.0,7193
19991,1,0,3.5,29,47,0,1194,400.0,8053
19992,1,0,3.9,339,29,78,445,300.0,9062
19993,1,0,4.2,465,0,78,1857,300.0,9062
19994,1,0,3.4,13,32,78,2420,400.0,1422
19995,1,0,3.1,4,0,14,389,100.0,8349
19996,1,0,4.0,187,0,78,57,400.0,9062
19997,1,0,3.5,23,32,78,2547,300.0,4901
19998,1,0,3.6,60,29,78,2306,500.0,1562
19999,1,0,3.9,38,29,78,2306,400.0,9062
20000,1,0,3.4,22,0,92,1946,500.0,6697
20001,1,0,3.6,20,32,78,356,250.0,1230
20002,1,0,3.8,149,45,27,477,600.0,8926
20003,1,0,3.3,4,45,78,814,300.0,9062
20004,1,0,3.6,29,32,53,979,400.0,6475
20005,1,0,4.1,140,29,27,2338,800.0,31
20006,1,0,3.5,68,4,78,403,250.0,9062
20007,1,0,4.1,130,32,19,752,650.0,8093
20008,1,0,3.8,91,0,39,2218,450.0,9062
20009,1,0,0.0,0,32,92,1818,300.0,473
20010,1,0,3.4,54,0,14,343,250.0,9062
20011,1,0,2.6,208,29,27,972,650.0,139
20012,1,0,3.4,6,0,78,998,300.0,8427
20013,1,1,4.2,869,45,19,585,600.0,1651
20014,1,1,4.0,350,1,27,2412,1200.0,9062
20015,1,0,3.3,128,1,78,1892,300.0,9062
20016,1,0,3.2,23,0,92,65,600.0,1143
20017,1,0,4.0,1782,32,78,2256,200.0,61
20018,1,0,3.4,6,29,78,1818,500.0,2211
20019,1,1,4.2,294,45,27,2434,800.0,9062
20020,1,0,4.1,56,45,78,1254,500.0,3493
20021,1,0,3.6,23,4,59,352,100.0,3603
20022,1,0,3.9,257,0,27,67,500.0,1942
20023,1,0,3.4,11,4,8,2194,800.0,1908
20024,1,0,0.0,0,3,40,260,150.0,2908
20025,1,0,3.3,6,29,78,1892,300.0,2445
20026,1,0,3.8,469,4,27,1914,750.0,3188
20027,1,0,3.4,6,32,14,343,100.0,9062
20028,1,0,3.9,455,46,27,814,1000.0,9062
20029,1,0,3.4,65,46,78,521,350.0,4767
20030,1,0,3.1,6,32,27,1892,550.0,1633
20031,1,1,4.0,150,42,27,1109,1100.0,3354
20032,1,0,3.9,187,48,78,903,400.0,9062
20033,1,0,3.6,14,0,78,2218,200.0,9062
20034,1,0,4.3,326,32,27,2455,400.0,9062
20035,1,0,3.6,45,0,27,456,500.0,5524
20036,1,0,3.2,12,32,40,1225,200.0,2893
20037,1,0,3.6,18,0,78,1632,350.0,9062
20038,1,0,0.0,0,29,40,1217,200.0,5468
20039,1,0,3.6,23,0,78,2535,350.0,9062
20040,0,0,3.9,56,32,40,1224,200.0,9062
20041,0,1,3.6,570,32,27,1102,800.0,9062
20042,1,0,3.9,92,29,78,2578,300.0,211
20043,1,0,3.9,58,47,78,167,500.0,8437
20044,1,0,3.4,7,22,78,2070,300.0,5917
20045,1,1,3.7,21,25,27,102,700.0,1965
20046,1,0,0.0,0,0,78,2455,300.0,5929
20047,1,0,4.2,1654,1,27,985,600.0,9062
20048,1,0,3.8,90,1,19,577,650.0,2791
20049,1,0,3.2,20,29,27,2225,700.0,8640
20050,0,0,3.8,500,3,27,2245,300.0,9062
20051,1,0,4.0,41,4,40,1217,250.0,1330
20052,1,0,3.9,214,0,27,1952,600.0,7859
20053,1,0,4.3,319,4,78,2455,100.0,5652
20054,1,0,3.5,20,0,78,343,150.0,7283
20055,1,0,4.0,62,46,78,1540,400.0,5560
20056,1,0,3.9,191,0,78,445,300.0,9062
20057,1,0,3.5,56,32,40,1498,400.0,1324
20058,1,1,4.0,235,45,27,1799,800.0,7681
20059,1,0,0.0,0,0,78,15,200.0,9062
20060,1,0,2.5,157,32,19,594,450.0,2600
20061,1,0,3.0,11,0,78,483,300.0,5260
20062,1,0,0.0,0,0,78,631,150.0,2904
20063,1,0,3.8,42,47,78,1286,400.0,8879
20064,1,0,3.8,75,1,26,793,200.0,9062
20065,1,0,3.6,18,32,14,379,150.0,6519
20066,1,0,3.7,20,0,78,2553,300.0,227
20067,1,0,0.0,0,47,27,1243,1500.0,9062
20068,1,1,4.1,553,32,27,1546,900.0,6647
20069,1,1,3.8,72,29,78,2350,400.0,9062
20070,0,0,0.0,0,32,78,2280,200.0,9062
20071,1,1,2.8,80,32,27,2161,700.0,9062
20072,1,0,0.0,0,56,48,2071,250.0,2997
20073,1,0,4.2,296,1,78,1818,350.0,9062
20074,1,0,0.0,0,32,78,2484,300.0,9062
20075,1,0,3.9,126,32,78,2553,400.0,128
20076,1,0,3.5,9,47,10,1419,700.0,2261
20077,1,1,4.1,401,45,21,688,1200.0,3060
20078,1,1,4.1,1406,29,33,2034,1100.0,3911
20079,1,0,4.0,118,29,27,979,600.0,9062
20080,1,0,3.7,46,32,78,403,200.0,9062
20081,1,1,4.2,1432,29,27,93,800.0,9062
20082,1,0,3.8,14,32,27,2553,600.0,4819
20083,1,0,4.0,70,47,40,1192,400.0,8986
20084,1,0,2.8,20,29,14,1587,150.0,6200
20085,1,0,3.6,74,45,78,555,600.0,5765
20086,1,0,3.2,4,29,78,557,300.0,8715
20087,1,0,3.9,778,45,27,461,750.0,8245
20088,1,0,3.4,10,1,78,2455,100.0,9062
20089,1,0,4.1,167,32,78,445,400.0,9062
20090,1,1,3.9,488,0,19,1115,700.0,2507
20091,1,0,3.8,33,45,88,1749,250.0,7340
20092,1,0,2.8,102,3,78,1892,350.0,8847
20093,1,0,3.4,17,0,39,483,600.0,6303
20094,1,0,3.7,179,0,78,1892,400.0,9062
20095,0,0,3.8,83,32,78,1842,400.0,9062
20096,1,1,4.4,100,48,19,651,700.0,8731
20097,1,0,4.1,600,3,78,1818,400.0,9062
20098,1,0,3.8,528,4,27,1818,500.0,9062
20099,1,0,3.7,259,45,27,1796,750.0,2167
20100,1,0,3.4,35,0,26,637,500.0,1882
20101,1,0,3.9,77,47,40,1496,800.0,8000
20102,1,0,4.6,233,32,19,608,400.0,9062
20103,1,0,4.0,260,29,78,1818,300.0,9062
20104,1,0,0.0,0,32,78,57,300.0,9062
20105,1,0,3.4,11,0,14,367,150.0,6239
20106,1,0,3.8,210,49,27,1946,600.0,5930
20107,0,1,4.1,2312,32,27,1892,950.0,9062
20108,1,0,3.1,4,4,78,2553,200.0,9062
20109,1,0,3.7,21,0,78,879,400.0,9062
20110,1,0,4.6,1024,47,23,700,550.0,6751
20111,1,0,3.5,15,0,92,1081,200.0,9062
20112,1,0,3.8,273,0,27,2049,900.0,4130
20113,1,0,3.7,24,45,78,190,500.0,2567
20114,1,0,3.8,125,0,78,1892,400.0,9062
20115,1,1,4.2,1368,47,28,191,1400.0,6415
20116,1,0,3.9,1189,0,78,1892,500.0,9062
20117,1,0,0.0,0,29,92,1254,300.0,9062
20118,1,0,3.7,83,29,78,2456,400.0,2256
20119,1,0,3.9,64,45,78,1678,300.0,6664
20120,1,0,3.5,9,80,58,1780,200.0,9027
20121,1,0,2.9,13,47,27,2147,600.0,9062
20122,1,0,3.2,5,4,78,1818,100.0,9062
20123,1,0,4.1,1114,45,27,491,750.0,9062
20124,0,0,3.3,16,0,78,1264,300.0,9062
20125,1,0,0.0,0,3,0,260,400.0,2787
20126,1,0,0.0,0,0,14,379,200.0,5318
20127,1,0,0.0,0,45,39,260,700.0,6801
20128,1,0,4.1,295,0,27,434,700.0,9062
20129,1,0,3.7,47,90,78,1818,350.0,9062
20130,1,0,3.8,42,1,78,2553,300.0,5204
20131,1,0,3.9,144,32,27,1892,550.0,9062
20132,1,0,4.3,278,47,78,1818,450.0,9062
20133,1,0,3.6,34,29,40,1496,300.0,9062
20134,1,0,3.6,6,0,40,1489,300.0,2855
20135,1,0,3.7,42,32,40,1217,400.0,2808
20136,1,0,4.0,510,29,26,738,1000.0,4472
20137,0,0,3.2,9,0,78,2620,100.0,9062
20138,1,0,3.7,31,0,78,142,400.0,1255
20139,1,0,3.6,24,0,39,814,400.0,2084
20140,1,0,3.7,133,32,27,983,700.0,9062
20141,1,0,3.5,9,29,39,1843,450.0,9062
20142,1,0,3.7,27,0,78,1658,400.0,9062
20143,0,0,3.5,335,32,27,1818,600.0,9062
20144,1,1,3.9,887,29,27,1818,900.0,9062
20145,1,0,3.6,130,1,27,1710,600.0,2093
20146,1,0,0.0,0,4,78,905,300.0,9062
20147,1,0,0.0,0,0,0,271,300.0,8097
20148,1,0,2.7,73,0,27,905,600.0,2633
20149,1,0,0.0,0,0,39,93,300.0,9062
20150,1,0,4.0,869,0,39,434,500.0,6294
20151,1,0,4.2,310,0,39,1640,600.0,237
20152,1,0,3.7,28,90,78,1700,350.0,9062
20153,1,0,3.7,37,29,78,1436,300.0,8062
20154,1,0,3.4,8,78,78,2455,150.0,9062
20155,1,0,3.8,75,90,27,1065,1000.0,5900
20156,1,0,3.6,60,32,78,521,400.0,5994
20157,1,0,0.0,0,45,78,2183,300.0,9062
20158,1,0,4.1,216,4,19,653,500.0,1240
20159,1,0,4.3,3451,47,27,1818,600.0,4489
20160,1,0,3.6,24,1,78,1215,300.0,8333
20161,1,0,4.0,73,4,0,294,300.0,9062
20162,1,0,4.4,2862,45,19,582,600.0,9062
20163,1,1,4.4,677,47,27,2147,1500.0,3315
20164,1,0,3.8,244,32,27,1708,650.0,9062
20165,1,0,4.4,181,32,14,396,250.0,7612
20166,0,0,0.0,0,32,78,1677,200.0,9062
20167,1,0,0.0,0,0,78,1818,250.0,9062
20168,1,0,3.4,24,0,78,1892,300.0,1720
20169,1,1,4.1,847,29,28,2454,1100.0,8701
20170,1,0,3.9,892,1,27,2235,750.0,9062
20171,1,0,0.0,0,48,40,1192,200.0,3443
20172,0,0,3.6,31,32,78,2547,200.0,9062
20173,1,0,0.0,0,32,19,643,700.0,2074
20174,1,0,3.9,85,47,78,1818,400.0,9062
20175,1,0,0.0,0,0,78,814,300.0,1848
20176,1,0,3.5,15,0,78,1254,400.0,6229
20177,1,0,3.9,33,47,40,1592,200.0,7125
20178,1,0,3.5,179,1,27,1914,600.0,9062
20179,1,1,4.3,1908,32,19,690,800.0,8419
20180,1,0,3.4,239,0,39,1892,400.0,8390
20181,1,0,4.0,827,0,27,2343,500.0,9062
20182,1,0,3.6,96,29,27,487,600.0,8239
20183,1,0,3.7,44,0,27,67,550.0,9062
20184,1,0,0.0,0,3,14,373,200.0,5366
20185,1,0,0.0,0,45,78,2531,300.0,6296
20186,0,0,4.0,923,32,27,57,600.0,9062
20187,1,0,4.1,210,32,42,352,150.0,5742
20188,1,0,3.4,8,4,78,1380,150.0,9062
20189,1,0,0.0,0,29,78,1892,300.0,6977
20190,1,0,3.7,26,45,27,1711,600.0,9062
20191,1,0,3.6,104,1,27,2709,700.0,9062
20192,1,0,3.2,16,0,39,1456,350.0,1792
20193,1,1,4.9,2202,45,28,204,1500.0,9062
20194,1,0,3.9,315,32,78,2645,300.0,1116
20195,1,0,3.6,142,32,27,2469,750.0,9062
20196,1,0,4.0,511,47,27,901,750.0,9056
20197,1,0,3.8,291,4,27,1818,600.0,9062
20198,1,0,4.1,740,29,39,905,500.0,9062
20199,1,0,0.0,0,0,92,2003,600.0,8840
20200,0,0,3.2,9,45,14,343,200.0,9062
20201,1,0,3.9,28,45,40,1489,200.0,5473
20202,1,0,3.8,139,1,27,1930,800.0,9062
20203,1,1,4.1,294,29,27,1471,500.0,5787
20204,0,0,4.0,62,32,19,577,150.0,9062
20205,1,0,3.7,28,0,39,1930,350.0,9062
20206,0,0,2.9,177,32,27,1917,700.0,9062
20207,0,1,3.8,234,32,27,1671,1000.0,9062
20208,1,1,4.1,1885,32,27,2142,1200.0,9062
20209,1,0,3.4,11,45,78,1714,300.0,9062
20210,1,0,4.2,9,0,78,2638,250.0,9062
20211,1,0,0.0,0,0,78,1771,600.0,8432
20212,1,0,3.7,61,0,78,1284,350.0,7621
20213,1,0,3.5,9,45,78,1581,400.0,9062
20214,1,0,3.3,4,0,14,343,250.0,7732
20215,1,1,3.7,49,0,19,608,300.0,1813
20216,1,0,3.6,16,0,78,1271,300.0,6555
20217,1,1,3.8,363,32,27,495,600.0,9062
20218,1,0,3.9,36,90,78,1818,250.0,6626
20219,1,0,3.7,32,3,27,2218,800.0,9062
20220,1,0,3.9,104,4,78,2455,150.0,9062
20221,0,0,3.6,21,32,78,863,200.0,9062
20222,1,0,3.8,106,29,39,522,350.0,9062
20223,0,0,4.0,147,32,40,1192,400.0,9062
20224,1,0,4.2,160,32,27,1818,800.0,9062
20225,1,0,0.0,0,29,39,2227,500.0,9062
20226,1,0,4.3,2420,29,27,1818,800.0,9062
20227,0,0,3.8,32,32,6,271,400.0,9062
20228,1,0,3.6,71,0,78,1966,350.0,2099
20229,1,0,3.4,7,80,58,241,200.0,1876
20230,1,0,0.0,0,47,92,2185,300.0,3372
20231,1,0,0.0,0,45,14,1579,100.0,9062
20232,1,0,4.0,109,0,78,1818,300.0,9062
20233,1,0,3.1,18,0,27,1892,450.0,4779
20234,1,0,4.0,233,32,78,2484,400.0,9062
20235,1,0,3.9,68,0,27,1830,1000.0,6704
20236,1,0,3.9,130,32,78,1859,400.0,9062
20237,0,0,3.2,59,32,22,706,550.0,9062
20238,1,0,3.2,10,0,78,2699,250.0,9062
20239,1,0,4.1,306,47,19,678,600.0,843
20240,1,0,3.2,4,49,78,2466,300.0,9062
20241,0,0,3.7,15,32,78,2455,200.0,9062
20242,1,0,0.0,0,80,39,1818,500.0,9062
20243,1,0,3.4,10,3,39,1892,600.0,3327
20244,1,0,2.6,72,4,78,2553,300.0,9062
20245,1,0,3.8,57,47,27,2433,700.0,9062
20246,1,0,3.6,18,29,65,1434,200.0,9062
20247,1,0,0.0,0,0,78,893,300.0,9062
20248,1,1,3.7,109,45,27,1892,900.0,9062
20249,1,1,3.8,765,29,27,1818,600.0,9062
20250,0,0,3.8,20,45,78,1442,300.0,9062
20251,0,0,3.9,118,32,27,1866,800.0,9062
20252,0,0,3.8,38,32,78,1587,300.0,9062
20253,1,0,3.7,329,32,27,985,850.0,9062
20254,1,0,3.7,32,0,76,1399,900.0,2387
20255,1,0,3.3,6,0,78,1842,350.0,9062
20256,1,0,4.1,90,32,78,2455,100.0,9062
20257,1,0,3.5,11,0,78,1818,300.0,9062
20258,0,0,0.0,0,32,88,1743,100.0,9062
20259,0,0,0.0,0,32,78,345,150.0,9062
20260,1,0,3.4,58,4,19,706,400.0,6730
20261,1,0,4.1,590,29,27,893,700.0,9062
20262,1,0,3.9,475,46,27,2296,600.0,9062
20263,1,0,3.1,7,45,78,475,500.0,9062
20264,1,0,0.0,0,48,78,903,300.0,9062
20265,0,0,3.6,13,32,78,2620,100.0,9062
20266,0,0,3.5,9,32,40,1194,250.0,9062
20267,0,0,3.6,19,32,78,882,400.0,9062
20268,1,0,3.7,51,3,78,1818,300.0,2149
20269,0,0,0.0,0,32,78,2547,250.0,9062
20270,0,0,0.0,0,32,17,356,150.0,9062
20271,1,0,4.0,181,29,27,1920,550.0,9062
20272,0,0,3.3,4,32,78,1892,300.0,9062
20273,1,0,3.7,195,0,78,1818,400.0,9062
20274,1,0,3.9,224,32,27,814,700.0,9062
20275,1,1,4.5,3151,45,28,1944,1500.0,9062
20276,1,1,4.4,3675,45,27,982,1400.0,9062
20277,1,1,4.1,783,1,27,2152,800.0,9062
20278,0,0,0.0,0,32,88,1743,250.0,9062
20279,0,0,0.0,0,32,78,2512,200.0,9062
20280,0,0,0.0,0,32,27,905,500.0,9062
20281,0,0,0.0,0,32,78,1380,150.0,9062
20282,0,0,0.0,0,32,78,2466,400.0,9062
20283,0,0,0.0,0,32,0,271,400.0,9062
20284,0,0,0.0,0,32,78,2200,300.0,9062
20285,0,0,0.0,0,32,78,1288,250.0,9062
20286,0,0,0.0,0,32,78,2223,200.0,9062
20287,1,0,0.0,0,32,78,1358,300.0,3459
20288,0,0,3.5,9,32,78,2564,500.0,9062
20289,0,1,3.8,152,32,60,1819,1350.0,9062
20290,1,0,0.0,0,0,78,144,400.0,2472
20291,0,0,0.0,0,0,78,2003,400.0,9062
20292,1,0,3.3,12,0,78,1892,250.0,100
20293,1,0,3.7,17,29,40,1217,350.0,7662
20294,1,0,2.9,22,29,39,1892,400.0,6371
20295,1,1,3.5,432,32,27,1818,800.0,3906
20296,1,1,3.8,584,32,27,2147,1200.0,9062
20297,0,0,3.7,26,32,40,1192,300.0,9062
20298,0,0,3.3,4,32,78,403,400.0,9062
20299,0,0,3.4,21,32,27,2553,650.0,9062
20300,0,0,0.0,0,32,39,1818,500.0,9062
20301,0,0,3.8,27,32,78,893,300.0,9062
20302,0,0,3.3,4,32,78,2455,250.0,9062
20303,0,1,3.8,176,32,27,1819,1350.0,9062
20304,1,0,3.3,9,29,92,1859,600.0,9062
20305,1,0,3.4,6,47,78,1780,200.0,4540
20306,0,0,0.0,0,32,78,403,200.0,9062
20307,0,0,0.0,0,32,78,403,300.0,9062
20308,0,0,0.0,0,32,39,1818,200.0,9062
20309,0,0,3.3,4,32,81,2630,400.0,9062
20310,0,0,0.0,0,32,0,260,500.0,9062
20311,1,0,3.1,223,0,39,1892,500.0,7827
20312,1,0,3.9,18,4,78,2523,200.0,9062
20313,1,0,0.0,0,29,39,1743,800.0,9062
20314,1,0,3.9,823,45,27,893,550.0,9062
20315,1,0,3.6,35,0,78,1254,300.0,8374
20316,1,0,3.4,19,0,91,483,200.0,9062
20317,1,0,3.0,61,0,19,577,650.0,1407
20318,1,0,3.5,12,0,78,1264,400.0,3295
20319,0,0,0.0,0,32,27,1892,600.0,9062
20320,1,0,2.7,48,0,27,1892,700.0,5921
20321,0,0,3.6,13,32,39,296,400.0,9062
20322,1,0,4.0,245,4,27,1892,750.0,9062
20323,1,0,4.0,201,45,19,670,800.0,9062
20324,1,0,3.8,117,0,27,1859,600.0,6418
20325,1,0,3.6,24,0,78,2408,300.0,9062
20326,1,0,3.8,146,29,27,814,600.0,8563
20327,1,0,3.0,13,70,92,2664,400.0,9062
20328,1,0,3.2,47,47,78,837,300.0,8589
20329,1,0,4.0,200,29,78,1706,400.0,9062
20330,1,1,4.4,1853,46,27,814,1100.0,9062
20331,1,1,4.2,2618,45,27,806,1300.0,9062
20332,0,0,3.7,93,32,27,1892,900.0,9062
20333,1,0,4.0,684,45,78,998,250.0,7654
20334,1,0,3.5,12,0,78,1254,250.0,1801
20335,1,0,3.3,5,0,14,343,200.0,7160
20336,1,0,3.8,30,32,19,577,400.0,4012
20337,1,0,4.1,37,47,46,1213,500.0,5873
20338,1,1,4.0,870,32,27,2034,900.0,9062
20339,1,0,4.1,1003,45,27,2157,700.0,9062
20340,1,0,3.7,117,29,78,1818,150.0,9062
20341,1,0,3.8,416,32,27,108,700.0,9062
20342,1,1,4.1,2345,32,27,1909,1500.0,9062
20343,1,0,3.3,97,49,78,1818,400.0,9062
20344,1,0,3.9,544,4,78,2512,300.0,9062
20345,1,0,3.4,4,40,39,343,250.0,9062
20346,1,0,0.0,0,29,91,905,300.0,929
20347,0,0,3.4,9,32,78,2455,100.0,9062
20348,1,1,4.0,633,1,27,1892,800.0,9062
20349,1,1,4.5,3464,45,27,2171,1300.0,9062
20350,1,0,0.0,0,29,78,1818,250.0,9062
20351,1,1,3.9,484,45,27,2224,700.0,9062
20352,1,1,4.2,815,32,27,1892,900.0,9062
20353,1,1,4.2,2027,32,27,2200,1000.0,9062
20354,1,0,3.6,22,90,78,1818,350.0,9062
20355,0,0,3.0,7,32,78,331,300.0,9062
20356,1,0,0.0,0,32,14,373,250.0,6914
20357,1,0,3.6,11,0,14,379,200.0,4177
20358,1,0,3.7,67,49,27,1818,700.0,9062
20359,1,1,3.9,143,32,27,1712,1000.0,9062
20360,1,0,4.2,185,0,65,1915,300.0,9062
20361,1,0,3.6,13,29,78,2218,500.0,9062
20362,1,0,0.0,0,0,91,1532,300.0,9062
20363,1,0,4.4,384,47,78,2539,300.0,9062
20364,1,1,4.3,1245,32,27,2100,1000.0,9062
20365,1,0,3.2,51,3,78,1892,400.0,9062
20366,1,0,3.2,119,1,78,1892,400.0,9062
20367,1,0,3.9,162,29,39,1915,500.0,9062
20368,1,0,0.0,0,48,6,281,200.0,6803
20369,1,0,0.0,0,0,78,121,850.0,9062
20370,1,0,2.6,54,0,39,435,600.0,1924
20371,0,0,3.4,34,0,78,1818,150.0,9062
20372,1,1,4.1,1028,3,27,1818,1000.0,9062
20373,1,0,3.6,112,42,39,1892,400.0,9062
20374,1,0,3.8,283,32,27,484,800.0,9062
20375,1,0,3.8,22,45,19,598,500.0,2799
20376,0,0,3.8,122,32,27,1707,300.0,9062
20377,1,0,3.2,42,42,39,920,350.0,9062
20378,1,0,3.7,41,0,92,814,600.0,9062
20379,0,0,3.7,246,29,27,487,450.0,9062
20380,1,1,3.8,562,29,27,1818,800.0,9062
20381,1,0,3.8,110,46,92,1559,400.0,9062
20382,0,0,3.6,135,32,27,1689,600.0,9062
20383,1,0,3.0,23,32,78,55,400.0,9062
20384,1,0,3.1,140,0,27,1860,600.0,9062
20385,1,0,2.9,62,32,81,867,650.0,6971
20386,1,0,3.8,12,80,58,1313,300.0,9062
20387,1,0,3.9,33,29,53,1530,600.0,9062
20388,1,0,4.0,141,32,27,2009,550.0,9062
20389,1,0,3.2,7,90,78,403,300.0,9062
20390,1,0,0.0,0,0,78,1818,200.0,9062
20391,1,0,3.7,67,0,39,2455,150.0,9062
20392,1,0,3.2,8,0,92,2446,500.0,9062
20393,0,0,3.1,4,0,78,1605,300.0,9062
20394,1,0,0.0,0,3,39,1007,250.0,9062
20395,1,0,0.0,0,0,78,814,300.0,9062
20396,1,0,3.5,35,32,78,461,250.0,9062
20397,0,0,4.3,359,29,27,2200,1200.0,9062
20398,1,0,4.0,219,4,19,733,600.0,8663
20399,1,0,0.0,0,29,92,1828,300.0,9062
20400,1,0,0.0,0,29,78,55,400.0,9062
20401,0,1,4.2,1216,29,27,2343,1200.0,9062
20402,1,0,3.7,51,45,78,974,300.0,9062
20403,1,0,0.0,0,47,39,2034,300.0,4642
20404,1,0,3.6,34,0,27,2484,300.0,9062
20405,1,0,3.7,33,29,78,935,400.0,9062
20406,1,0,3.7,21,0,78,2553,500.0,9062
20407,1,0,3.6,11,43,39,1818,400.0,9062
20408,1,0,3.7,26,0,27,1898,700.0,7804
20409,0,0,0.0,0,29,27,1818,1000.0,9062
20410,0,1,4.3,1079,29,28,67,800.0,9062
20411,0,0,3.9,205,0,27,484,550.0,9062
20412,0,1,4.1,468,29,27,1669,700.0,9062
20413,0,1,0.0,0,0,78,1295,200.0,9062
20414,1,0,3.8,217,29,78,1818,450.0,3005
20415,0,0,2.9,60,29,78,57,400.0,9062
20416,0,0,3.7,203,29,27,2054,900.0,9062
20417,0,0,0.0,0,29,27,1818,800.0,9062
20418,0,0,4.0,194,29,27,2472,500.0,9062
20419,0,0,3.2,7,29,78,1818,200.0,9062
20420,0,0,3.0,44,0,92,1946,350.0,9062
20421,0,0,0.0,0,29,78,461,250.0,9062
20422,0,0,3.8,67,0,78,1892,400.0,9062
20423,0,0,3.5,52,1,78,2455,300.0,9062
20424,0,0,3.6,46,4,78,111,450.0,9062
20425,0,0,3.6,21,29,39,403,300.0,9062
20426,0,0,0.0,0,29,27,483,800.0,9062
20427,0,0,0.0,0,3,27,1892,650.0,9062
20428,0,0,0.0,0,29,39,905,400.0,9062
20429,0,0,0.0,0,0,39,2113,200.0,9062
20430,0,0,0.0,0,29,78,57,300.0,9062
20431,0,0,2.7,39,29,27,1915,500.0,9062
20432,0,0,3.5,44,29,27,905,1000.0,9062
20433,0,0,3.3,5,0,78,1818,400.0,9062
20434,0,0,3.4,7,0,27,817,550.0,9062
20435,0,0,3.4,9,29,27,2424,500.0,9062
20436,0,0,3.2,4,29,92,521,200.0,9062
20437,0,0,2.9,39,29,92,1346,500.0,9062
20438,0,0,3.2,5,29,92,1818,300.0,9062
20439,0,0,3.5,13,0,39,912,550.0,9062
20440,0,0,3.4,10,0,92,330,300.0,9062
20441,0,0,0.0,0,0,39,2200,300.0,9062
20442,0,0,3.7,27,40,39,1345,350.0,9062
20443,0,0,3.2,4,29,78,55,400.0,9062
20444,0,0,3.0,54,0,92,905,300.0,9062
20445,0,0,3.1,53,80,39,1345,450.0,9062
20446,0,0,3.3,5,29,65,2455,200.0,9062
20447,1,0,3.7,115,0,27,905,550.0,8475
20448,0,0,0.0,0,29,39,1892,400.0,9062
20449,0,0,0.0,0,29,91,2218,300.0,9062
20450,1,0,0.0,0,48,39,2200,300.0,9062
20451,1,0,3.4,55,0,39,2070,500.0,8066
20452,1,0,3.4,6,0,78,1892,400.0,1468
20453,1,0,3.0,21,0,39,435,600.0,4330
20454,1,0,3.8,254,0,27,814,550.0,3573
20455,0,0,3.3,67,3,27,1892,600.0,9062
20456,1,0,3.5,132,0,92,487,600.0,9062
20457,1,0,3.1,11,0,27,2213,500.0,9062
20458,1,0,3.8,25,4,78,2400,350.0,9062
20459,1,0,4.2,76,45,78,2408,450.0,9062
20460,1,0,3.6,17,4,78,863,300.0,9062
20461,1,0,3.4,7,29,92,1818,200.0,9062
20462,1,0,3.6,16,47,39,1818,300.0,9062
20463,1,0,0.0,0,45,92,1963,300.0,9062
20464,1,0,0.0,0,0,78,1513,350.0,9062
20465,1,1,4.0,347,29,27,2033,1000.0,9062
20466,1,0,3.0,20,47,92,1866,500.0,9062
20467,1,0,3.7,46,0,27,1892,600.0,6772
20468,1,0,3.7,22,29,39,1818,250.0,9062
20469,1,1,4.1,1080,32,27,1892,1000.0,3872
20470,1,0,2.6,109,0,27,1898,800.0,2487
20471,1,1,3.7,1014,46,8,1056,1300.0,5826
20472,0,0,3.8,47,45,19,733,600.0,9062
20473,1,0,3.6,42,0,78,2268,250.0,9062
20474,1,0,3.7,47,0,40,1491,200.0,9062
20475,1,0,3.7,67,0,78,2495,300.0,9062
20476,1,0,3.1,68,32,78,1798,550.0,9062
20477,1,0,0.0,0,0,14,1579,200.0,9062
20478,1,0,0.0,0,0,78,2547,200.0,1840
20479,1,1,4.3,1805,45,29,1053,900.0,8089
20480,1,0,3.6,15,4,78,2455,100.0,9062
20481,1,0,4.3,276,4,78,2455,100.0,4851
20482,1,0,3.4,49,0,78,404,300.0,9062
20483,1,0,0.0,0,0,39,2397,300.0,9062
20484,1,0,0.0,0,0,92,404,300.0,9062
20485,1,0,4.1,323,47,19,589,700.0,9062
20486,1,0,3.8,24,0,19,760,700.0,1447
20487,1,0,2.9,47,29,39,1290,400.0,9062
20488,1,0,3.4,7,44,14,343,150.0,9062
20489,1,0,4.1,184,32,78,1585,200.0,9062
20490,1,0,3.6,10,25,27,2009,700.0,8584
20491,1,0,0.0,0,44,78,1333,200.0,9062
20492,1,0,2.6,18,29,19,577,500.0,9062
20493,1,0,0.0,0,45,78,1254,200.0,9062
20494,1,0,3.5,283,0,78,334,350.0,9062
20495,1,0,3.3,334,0,78,483,400.0,9062
20496,1,0,3.9,40,4,27,2013,600.0,3879
